=== RP-GROWTH MIXED - RARE PATTERN MINING ===
File dữ liệu: accidents.hui
MinRareSupport (minsup): 15.0%
MinFrequentSupport (maxsup): 50.0%
MinSize: 1 items
MaxSize: 4 items
Mode: MIXED (Frequent + Rare Items)
Thời gian bắt đầu: Thu Jun 05 10:37:15 ICT 2025
Output folder: release/RPGrowth/

========== ĐỊNH NGHĨA MIXED MODE ==========
- Rare Item: MRT < Support(X) <= MFT
- Frequent Item: Support(X) > MFT
- Infrequent Item: Support(X) <= MRT
- Rare ItemSet: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
- Kích thước itemset: 1 <= size <= 4
- Chấp nhận patterns chứa cả frequent và rare items

========== MIXED RARE ITEMSETS ==========
Tìm itemsets với support trong khoảng (15.0%, 50.0%]
Kích thước itemset: 1 <= size <= 4
Điều kiện: Pattern có ít nhất 1 rare item
Mode: MIXED (chấp nhận cả frequent và rare items)

========== DATABASE INFO ==========
Số lượng giao dịch: 340183

--- 1-itemsets HIẾM (MIXED) ---
72  #SUP: 51926 (15.26%)
18 31 61  #SUP: 60344 (17.74%)
12 31 61  #SUP: 60386 (17.75%)
17 31 61  #SUP: 60481 (17.78%)
16 18 61  #SUP: 61349 (18.03%)
12 16 61  #SUP: 61424 (18.06%)
16 17 61  #SUP: 61507 (18.08%)
12 18 61  #SUP: 62815 (18.47%)
17 18 61  #SUP: 62839 (18.47%)
12 17 61  #SUP: 62964 (18.51%)
15 16 44  #SUP: 51836 (15.24%)
12 15 44  #SUP: 52962 (15.57%)
15 17 44  #SUP: 53025 (15.59%)
15 18 44  #SUP: 53030 (15.59%)
21 43 44  #SUP: 51681 (15.19%)
31 43 44  #SUP: 51825 (15.23%)
16 43 44  #SUP: 53818 (15.82%)
17 43 44  #SUP: 55024 (16.17%)
12 43 44  #SUP: 55069 (16.19%)
18 43 44  #SUP: 55199 (16.23%)
29 31 44  #SUP: 53668 (15.78%)
21 29 44  #SUP: 53892 (15.84%)
16 29 44  #SUP: 55692 (16.37%)
17 29 44  #SUP: 57143 (16.80%)
12 29 44  #SUP: 57175 (16.81%)
18 29 44  #SUP: 57211 (16.82%)
27 29 44  #SUP: 51029 (15.00%)
27 31 44  #SUP: 55193 (16.22%)
21 27 44  #SUP: 56870 (16.72%)
16 27 44  #SUP: 57181 (16.81%)
17 27 44  #SUP: 58510 (17.20%)
12 27 44  #SUP: 58549 (17.21%)
18 27 44  #SUP: 58617 (17.23%)
21 31 44  #SUP: 57749 (16.98%)
16 21 44  #SUP: 59790 (17.58%)
17 21 44  #SUP: 61270 (18.01%)
12 21 44  #SUP: 61305 (18.02%)
18 21 44  #SUP: 61383 (18.04%)
16 31 44  #SUP: 60271 (17.72%)
17 31 44  #SUP: 61488 (18.07%)
12 31 44  #SUP: 61509 (18.08%)
18 31 44  #SUP: 61519 (18.08%)
16 17 44  #SUP: 63844 (18.77%)
12 16 44  #SUP: 63910 (18.79%)
16 18 44  #SUP: 64023 (18.82%)
12 17 44  #SUP: 65406 (19.23%)
17 18 44  #SUP: 65483 (19.25%)
12 18 44  #SUP: 65579 (19.28%)
24 31 68  #SUP: 51672 (15.19%)
12 24 68  #SUP: 52423 (15.41%)
18 24 68  #SUP: 52437 (15.41%)
17 24 68  #SUP: 52656 (15.48%)
16 41 68  #SUP: 51132 (15.03%)
31 41 68  #SUP: 52434 (15.41%)
18 41 68  #SUP: 52735 (15.50%)
12 41 68  #SUP: 52737 (15.50%)
17 41 68  #SUP: 53024 (15.59%)
29 43 68  #SUP: 52180 (15.34%)
21 43 68  #SUP: 54348 (15.98%)
16 43 68  #SUP: 55074 (16.19%)
31 43 68  #SUP: 55804 (16.40%)
18 43 68  #SUP: 56500 (16.61%)
12 43 68  #SUP: 56517 (16.61%)
17 43 68  #SUP: 56686 (16.66%)
27 29 68  #SUP: 53396 (15.70%)
16 27 68  #SUP: 56537 (16.62%)
21 27 68  #SUP: 57070 (16.78%)
27 31 68  #SUP: 57127 (16.79%)
12 27 68  #SUP: 58010 (17.05%)
18 27 68  #SUP: 58035 (17.06%)
17 27 68  #SUP: 58177 (17.10%)
21 29 68  #SUP: 58028 (17.06%)
16 29 68  #SUP: 58745 (17.27%)
29 31 68  #SUP: 59638 (17.53%)
18 29 68  #SUP: 60507 (17.79%)
12 29 68  #SUP: 60567 (17.80%)
17 29 68  #SUP: 60713 (17.85%)
16 21 68  #SUP: 60968 (17.92%)
21 31 68  #SUP: 61881 (18.19%)
18 21 68  #SUP: 62712 (18.43%)
12 21 68  #SUP: 62827 (18.47%)
17 21 68  #SUP: 62931 (18.50%)
16 18 68  #SUP: 63730 (18.73%)
12 16 68  #SUP: 63803 (18.76%)
16 17 68  #SUP: 63997 (18.81%)
16 31 68  #SUP: 62692 (18.43%)
12 31 68  #SUP: 64452 (18.95%)
18 31 68  #SUP: 64460 (18.95%)
17 31 68  #SUP: 64723 (19.03%)
12 18 68  #SUP: 65581 (19.28%)
17 18 68  #SUP: 65674 (19.31%)
12 17 68  #SUP: 65765 (19.33%)
12 25 335  #SUP: 51564 (15.16%)
17 25 335  #SUP: 51649 (15.18%)
18 25 335  #SUP: 51671 (15.19%)
16 41 335  #SUP: 51129 (15.03%)
12 41 335  #SUP: 51915 (15.26%)
18 41 335  #SUP: 52015 (15.29%)
17 41 335  #SUP: 52035 (15.30%)
16 24 335  #SUP: 52628 (15.47%)
12 24 335  #SUP: 53552 (15.74%)
17 24 335  #SUP: 53695 (15.78%)
18 24 335  #SUP: 53738 (15.80%)
21 27 335  #SUP: 51870 (15.25%)
16 27 335  #SUP: 53120 (15.62%)
12 27 335  #SUP: 54090 (15.90%)
17 27 335  #SUP: 54160 (15.92%)
18 27 335  #SUP: 54261 (15.95%)
28 31 335  #SUP: 51971 (15.28%)
16 28 335  #SUP: 53688 (15.78%)
12 28 335  #SUP: 54984 (16.16%)
17 28 335  #SUP: 54993 (16.17%)
18 28 335  #SUP: 55039 (16.18%)
15 31 335  #SUP: 51980 (15.28%)
15 16 335  #SUP: 54402 (15.99%)
12 15 335  #SUP: 55353 (16.27%)
15 17 335  #SUP: 55467 (16.31%)
15 18 335  #SUP: 55499 (16.31%)
21 29 335  #SUP: 51385 (15.11%)
29 31 335  #SUP: 53893 (15.84%)
16 29 335  #SUP: 56529 (16.62%)
12 29 335  #SUP: 57788 (16.99%)
17 29 335  #SUP: 57809 (16.99%)
18 29 335  #SUP: 57836 (17.00%)
21 31 335  #SUP: 54500 (16.02%)
16 21 335  #SUP: 57008 (16.76%)
12 21 335  #SUP: 58188 (17.10%)
17 21 335  #SUP: 58220 (17.11%)
18 21 335  #SUP: 58321 (17.14%)
29 43 335  #SUP: 52655 (15.48%)
21 43 335  #SUP: 53143 (15.62%)
31 43 335  #SUP: 56259 (16.54%)
16 43 335  #SUP: 59268 (17.42%)
17 43 335  #SUP: 60457 (17.77%)
12 43 335  #SUP: 60486 (17.78%)
18 43 335  #SUP: 60574 (17.81%)
16 31 335  #SUP: 60664 (17.83%)
12 31 335  #SUP: 61592 (18.11%)
17 31 335  #SUP: 61753 (18.15%)
18 31 335  #SUP: 61785 (18.16%)
12 16 335  #SUP: 64981 (19.10%)
16 17 335  #SUP: 64997 (19.11%)
16 18 335  #SUP: 65017 (19.11%)
12 17 335  #SUP: 66275 (19.48%)
12 18 335  #SUP: 66328 (19.50%)
17 18 335  #SUP: 66369 (19.51%)
8 24 64  #SUP: 51206 (15.05%)
8 18 64  #SUP: 51479 (15.13%)
8 12 64  #SUP: 51608 (15.17%)
8 17 64  #SUP: 51729 (15.21%)
25 43 64  #SUP: 52822 (15.53%)
25 31 64  #SUP: 53771 (15.81%)
16 25 64  #SUP: 55603 (16.35%)
18 25 64  #SUP: 56264 (16.54%)
12 25 64  #SUP: 56354 (16.57%)
17 25 64  #SUP: 56477 (16.60%)
43 59 64  #SUP: 53559 (15.74%)
31 59 64  #SUP: 55875 (16.42%)
16 59 64  #SUP: 56269 (16.54%)
18 59 64  #SUP: 56976 (16.75%)
17 59 64  #SUP: 56988 (16.75%)
12 59 64  #SUP: 57009 (16.76%)
41 43 64  #SUP: 53662 (15.77%)
31 41 64  #SUP: 55932 (16.44%)
16 41 64  #SUP: 56572 (16.63%)
12 41 64  #SUP: 57270 (16.84%)
18 41 64  #SUP: 57289 (16.84%)
17 41 64  #SUP: 57346 (16.86%)
24 43 64  #SUP: 54032 (15.88%)
24 31 64  #SUP: 55424 (16.29%)
16 24 64  #SUP: 56907 (16.73%)
18 24 64  #SUP: 57568 (16.92%)
12 24 64  #SUP: 57680 (16.96%)
17 24 64  #SUP: 57774 (16.98%)
27 29 64  #SUP: 51044 (15.00%)
27 43 64  #SUP: 54427 (16.00%)
21 27 64  #SUP: 55500 (16.31%)
27 31 64  #SUP: 55770 (16.39%)
16 27 64  #SUP: 57483 (16.90%)
18 27 64  #SUP: 58078 (17.07%)
12 27 64  #SUP: 58132 (17.09%)
17 27 64  #SUP: 58180 (17.10%)
15 29 64  #SUP: 51081 (15.02%)
15 21 64  #SUP: 51264 (15.07%)
15 43 64  #SUP: 54812 (16.11%)
15 31 64  #SUP: 56286 (16.55%)
15 16 64  #SUP: 57815 (17.00%)
15 18 64  #SUP: 58518 (17.20%)
12 15 64  #SUP: 58614 (17.23%)
15 17 64  #SUP: 58655 (17.24%)
21 28 64  #SUP: 51338 (15.09%)
28 29 64  #SUP: 51763 (15.22%)
28 43 64  #SUP: 55512 (16.32%)
28 31 64  #SUP: 57697 (16.96%)
16 28 64  #SUP: 58625 (17.23%)
18 28 64  #SUP: 59511 (17.49%)
12 28 64  #SUP: 59544 (17.50%)
17 28 64  #SUP: 59601 (17.52%)
21 31 64  #SUP: 58505 (17.20%)
16 21 64  #SUP: 60022 (17.64%)
18 21 64  #SUP: 60832 (17.88%)
12 21 64  #SUP: 60912 (17.91%)
17 21 64  #SUP: 60917 (17.91%)
21 29 64  #SUP: 54164 (15.92%)
29 31 64  #SUP: 58306 (17.14%)
16 29 64  #SUP: 60122 (17.67%)
12 29 64  #SUP: 61015 (17.94%)
18 29 64  #SUP: 61033 (17.94%)
17 29 64  #SUP: 61134 (17.97%)
25 46 64  #SUP: 51673 (15.19%)
46 59 64  #SUP: 51936 (15.27%)
41 46 64  #SUP: 52138 (15.33%)
24 46 64  #SUP: 52543 (15.45%)
27 46 64  #SUP: 52743 (15.50%)
15 46 64  #SUP: 53423 (15.70%)
28 46 64  #SUP: 54263 (15.95%)
21 46 64  #SUP: 55134 (16.21%)
29 46 64  #SUP: 55290 (16.25%)
43 46 64  #SUP: 59141 (17.39%)
31 46 64  #SUP: 60446 (17.77%)
16 46 64  #SUP: 62413 (18.35%)
12 46 64  #SUP: 63175 (18.57%)
18 46 64  #SUP: 63200 (18.58%)
17 46 64  #SUP: 63324 (18.61%)
21 43 64  #SUP: 57053 (16.77%)
29 43 64  #SUP: 57119 (16.79%)
31 43 64  #SUP: 62312 (18.32%)
16 43 64  #SUP: 64152 (18.86%)
18 43 64  #SUP: 65099 (19.14%)
12 43 64  #SUP: 65128 (19.14%)
17 43 64  #SUP: 65198 (19.17%)
16 31 64  #SUP: 65727 (19.32%)
18 31 64  #SUP: 66516 (19.55%)
12 31 64  #SUP: 66595 (19.58%)
17 31 64  #SUP: 66666 (19.60%)
16 18 64  #SUP: 68704 (20.20%)
12 16 64  #SUP: 68755 (20.21%)
16 17 64  #SUP: 68798 (20.22%)
12 18 64  #SUP: 69578 (20.45%)
17 18 64  #SUP: 69694 (20.49%)
12 17 64  #SUP: 69714 (20.49%)
5 17 22  #SUP: 51048 (15.01%)
5 25 31  #SUP: 51308 (15.08%)
5 16 25  #SUP: 52067 (15.31%)
5 12 25  #SUP: 52704 (15.49%)
5 18 25  #SUP: 52710 (15.49%)
5 17 25  #SUP: 52782 (15.52%)
1 5 31  #SUP: 52453 (15.42%)
1 5 16  #SUP: 53047 (15.59%)
1 5 12  #SUP: 53533 (15.74%)
1 5 18  #SUP: 53552 (15.74%)
1 5 17  #SUP: 53641 (15.77%)
5 21 24  #SUP: 52717 (15.50%)
5 24 31  #SUP: 54974 (16.16%)
5 16 24  #SUP: 55451 (16.30%)
5 12 24  #SUP: 56052 (16.48%)
5 18 24  #SUP: 56121 (16.50%)
5 17 24  #SUP: 56281 (16.54%)
5 21 28  #SUP: 53120 (15.62%)
5 28 31  #SUP: 55613 (16.35%)
5 16 28  #SUP: 56262 (16.54%)
5 12 28  #SUP: 56981 (16.75%)
5 18 28  #SUP: 57020 (16.76%)
5 17 28  #SUP: 57156 (16.80%)
5 29 59  #SUP: 52098 (15.31%)
5 27 59  #SUP: 52364 (15.39%)
5 41 59  #SUP: 52366 (15.39%)
5 43 59  #SUP: 52892 (15.55%)
5 21 59  #SUP: 55180 (16.22%)
5 31 59  #SUP: 57392 (16.87%)
5 16 59  #SUP: 57900 (17.02%)
5 12 59  #SUP: 58527 (17.20%)
5 18 59  #SUP: 58600 (17.23%)
5 17 59  #SUP: 58652 (17.24%)
5 15 43  #SUP: 51956 (15.27%)
5 15 29  #SUP: 52791 (15.52%)
5 15 27  #SUP: 53344 (15.68%)
5 15 21  #SUP: 55881 (16.43%)
5 15 31  #SUP: 58003 (17.05%)
5 15 16  #SUP: 58869 (17.31%)
5 12 15  #SUP: 59368 (17.45%)
5 15 18  #SUP: 59424 (17.47%)
5 15 17  #SUP: 59553 (17.51%)
5 15 41  #SUP: 51563 (15.16%)
5 41 43  #SUP: 53649 (15.77%)
5 27 41  #SUP: 54716 (16.08%)
5 29 41  #SUP: 54765 (16.10%)
5 21 41  #SUP: 57601 (16.93%)
5 31 41  #SUP: 59812 (17.58%)
5 16 41  #SUP: 60326 (17.73%)
5 18 41  #SUP: 60969 (17.92%)
5 12 41  #SUP: 61026 (17.94%)
5 17 41  #SUP: 61179 (17.98%)
5 29 43  #SUP: 55125 (16.20%)
5 21 43  #SUP: 58262 (17.13%)
5 31 43  #SUP: 60279 (17.72%)
5 16 43  #SUP: 61200 (17.99%)
5 18 43  #SUP: 61820 (18.17%)
5 12 43  #SUP: 61874 (18.19%)
5 17 43  #SUP: 61929 (18.20%)
5 27 43  #SUP: 55029 (16.18%)
5 27 29  #SUP: 55836 (16.41%)
5 21 27  #SUP: 60750 (17.86%)
5 27 31  #SUP: 61218 (18.00%)
5 16 27  #SUP: 62182 (18.28%)
5 12 27  #SUP: 62656 (18.42%)
5 18 27  #SUP: 62767 (18.45%)
5 17 27  #SUP: 62851 (18.48%)
5 21 29  #SUP: 59405 (17.46%)
5 29 31  #SUP: 61262 (18.01%)
5 16 29  #SUP: 62068 (18.25%)
5 12 29  #SUP: 62758 (18.45%)
5 18 29  #SUP: 62826 (18.47%)
5 17 29  #SUP: 62967 (18.51%)
5 21 31  #SUP: 64832 (19.06%)
5 16 21  #SUP: 65543 (19.27%)
5 18 21  #SUP: 66272 (19.48%)
5 12 21  #SUP: 66286 (19.49%)
5 17 21  #SUP: 66402 (19.52%)
5 16 31  #SUP: 67916 (19.96%)
5 18 31  #SUP: 68635 (20.18%)
5 12 31  #SUP: 68675 (20.19%)
5 17 31  #SUP: 68829 (20.23%)
5 16 18  #SUP: 69647 (20.47%)
5 12 16  #SUP: 69675 (20.48%)
5 16 17  #SUP: 69775 (20.51%)
5 12 18  #SUP: 70432 (20.70%)
5 17 18  #SUP: 70523 (20.73%)
5 12 17  #SUP: 70564 (20.74%)
12 47 59  #SUP: 51529 (15.15%)
18 47 59  #SUP: 51557 (15.16%)
17 47 59  #SUP: 51623 (15.18%)
16 47 63  #SUP: 51791 (15.22%)
17 47 63  #SUP: 53351 (15.68%)
18 47 63  #SUP: 53390 (15.69%)
12 47 63  #SUP: 53451 (15.71%)
16 25 47  #SUP: 52125 (15.32%)
18 25 47  #SUP: 53605 (15.76%)
12 25 47  #SUP: 53655 (15.77%)
17 25 47  #SUP: 53656 (15.77%)
8 16 47  #SUP: 54004 (15.87%)
8 24 47  #SUP: 54834 (16.12%)
8 18 47  #SUP: 55400 (16.29%)
8 12 47  #SUP: 55511 (16.32%)
8 17 47  #SUP: 55608 (16.35%)
21 41 47  #SUP: 51383 (15.10%)
29 41 47  #SUP: 52797 (15.52%)
31 41 47  #SUP: 54338 (15.97%)
16 41 47  #SUP: 55959 (16.45%)
18 41 47  #SUP: 57252 (16.83%)
12 41 47  #SUP: 57302 (16.84%)
17 41 47  #SUP: 57375 (16.87%)
28 29 47  #SUP: 52268 (15.36%)
28 31 47  #SUP: 53434 (15.71%)
16 28 47  #SUP: 55883 (16.43%)
17 28 47  #SUP: 58078 (17.07%)
12 28 47  #SUP: 58080 (17.07%)
18 28 47  #SUP: 58114 (17.08%)
15 43 47  #SUP: 52070 (15.31%)
15 27 47  #SUP: 53361 (15.69%)
15 21 47  #SUP: 54775 (16.10%)
15 29 47  #SUP: 55045 (16.18%)
15 31 47  #SUP: 55440 (16.30%)
15 16 47  #SUP: 59383 (17.46%)
15 18 47  #SUP: 60912 (17.91%)
12 15 47  #SUP: 60990 (17.93%)
15 17 47  #SUP: 61022 (17.94%)
24 27 47  #SUP: 54871 (16.13%)
24 43 47  #SUP: 55396 (16.28%)
21 24 47  #SUP: 56900 (16.73%)
24 31 47  #SUP: 57650 (16.95%)
24 29 47  #SUP: 58444 (17.18%)
16 24 47  #SUP: 62361 (18.33%)
18 24 47  #SUP: 64071 (18.83%)
12 24 47  #SUP: 64165 (18.86%)
17 24 47  #SUP: 64194 (18.87%)
21 43 47  #SUP: 60922 (17.91%)
31 43 47  #SUP: 61270 (18.01%)
29 43 47  #SUP: 62000 (18.23%)
16 43 47  #SUP: 66369 (19.51%)
17 43 47  #SUP: 68211 (20.05%)
18 43 47  #SUP: 68229 (20.06%)
12 43 47  #SUP: 68240 (20.06%)
27 43 47  #SUP: 58678 (17.25%)
27 31 47  #SUP: 62156 (18.27%)
27 29 47  #SUP: 62652 (18.42%)
21 27 47  #SUP: 66170 (19.45%)
16 27 47  #SUP: 67088 (19.72%)
12 27 47  #SUP: 68978 (20.28%)
17 27 47  #SUP: 68987 (20.28%)
18 27 47  #SUP: 69075 (20.31%)
21 31 47  #SUP: 64355 (18.92%)
16 21 47  #SUP: 69342 (20.38%)
18 21 47  #SUP: 71358 (20.98%)
12 21 47  #SUP: 71423 (21.00%)
17 21 47  #SUP: 71447 (21.00%)
16 31 47  #SUP: 70001 (20.58%)
12 31 47  #SUP: 71487 (21.01%)
18 31 47  #SUP: 71504 (21.02%)
17 31 47  #SUP: 71578 (21.04%)
29 31 47  #SUP: 64875 (19.07%)
21 29 47  #SUP: 65214 (19.17%)
16 29 47  #SUP: 70200 (20.64%)
18 29 47  #SUP: 72330 (21.26%)
12 29 47  #SUP: 72454 (21.30%)
17 29 47  #SUP: 72464 (21.30%)
16 18 47  #SUP: 77586 (22.81%)
16 17 47  #SUP: 77615 (22.82%)
12 16 47  #SUP: 77702 (22.84%)
12 18 47  #SUP: 79795 (23.46%)
17 18 47  #SUP: 79853 (23.47%)
12 17 47  #SUP: 79990 (23.51%)
12 30 56  #SUP: 51037 (15.00%)
18 30 56  #SUP: 51069 (15.01%)
17 30 56  #SUP: 51179 (15.04%)
16 46 56  #SUP: 51200 (15.05%)
12 46 56  #SUP: 51522 (15.15%)
18 46 56  #SUP: 51619 (15.17%)
17 46 56  #SUP: 51823 (15.23%)
29 56 63  #SUP: 53236 (15.65%)
27 56 63  #SUP: 53379 (15.69%)
43 56 63  #SUP: 54909 (16.14%)
21 56 63  #SUP: 55793 (16.40%)
56 59 63  #SUP: 56155 (16.51%)
41 56 63  #SUP: 56302 (16.55%)
16 56 63  #SUP: 58400 (17.17%)
31 56 63  #SUP: 58428 (17.18%)
12 56 63  #SUP: 59319 (17.44%)
18 56 63  #SUP: 59356 (17.45%)
17 56 63  #SUP: 59485 (17.49%)
14 25 56  #SUP: 52932 (15.56%)
14 29 56  #SUP: 53060 (15.60%)
14 27 56  #SUP: 53747 (15.80%)
14 41 56  #SUP: 55011 (16.17%)
14 43 56  #SUP: 55397 (16.28%)
14 21 56  #SUP: 55726 (16.38%)
14 15 56  #SUP: 56474 (16.60%)
14 56 59  #SUP: 57249 (16.83%)
14 31 56  #SUP: 58550 (17.21%)
14 16 56  #SUP: 59371 (17.45%)
12 14 56  #SUP: 59638 (17.53%)
14 17 56  #SUP: 59681 (17.54%)
14 18 56  #SUP: 59692 (17.55%)
29 38 56  #SUP: 54490 (16.02%)
27 38 56  #SUP: 54964 (16.16%)
38 43 56  #SUP: 56362 (16.57%)
38 41 56  #SUP: 56897 (16.73%)
38 56 59  #SUP: 57313 (16.85%)
21 38 56  #SUP: 57537 (16.91%)
31 38 56  #SUP: 59705 (17.55%)
16 38 56  #SUP: 59863 (17.60%)
12 38 56  #SUP: 60640 (17.83%)
18 38 56  #SUP: 60689 (17.84%)
17 38 56  #SUP: 60915 (17.91%)
53 56 80  #SUP: 52518 (15.44%)
28 56 80  #SUP: 53061 (15.60%)
15 56 80  #SUP: 53793 (15.81%)
24 56 80  #SUP: 54474 (16.01%)
29 56 80  #SUP: 58770 (17.28%)
27 56 80  #SUP: 59544 (17.50%)
41 56 80  #SUP: 61463 (18.07%)
56 59 80  #SUP: 62279 (18.31%)
21 56 80  #SUP: 62321 (18.32%)
43 56 80  #SUP: 62956 (18.51%)
31 56 80  #SUP: 64559 (18.98%)
16 56 80  #SUP: 64677 (19.01%)
12 56 80  #SUP: 65641 (19.30%)
18 56 80  #SUP: 65651 (19.30%)
17 56 80  #SUP: 65867 (19.36%)
1 22 56  #SUP: 53603 (15.76%)
22 25 56  #SUP: 54024 (15.88%)
15 22 56  #SUP: 55201 (16.23%)
22 24 56  #SUP: 55610 (16.35%)
22 28 56  #SUP: 55981 (16.46%)
22 29 56  #SUP: 58637 (17.24%)
22 27 56  #SUP: 59023 (17.35%)
22 43 56  #SUP: 61562 (18.10%)
22 41 56  #SUP: 61971 (18.22%)
21 22 56  #SUP: 62504 (18.37%)
22 56 59  #SUP: 63149 (18.56%)
22 31 56  #SUP: 65522 (19.26%)
16 22 56  #SUP: 65683 (19.31%)
12 22 56  #SUP: 66609 (19.58%)
18 22 56  #SUP: 66643 (19.59%)
17 22 56  #SUP: 66773 (19.63%)
8 25 56  #SUP: 52861 (15.54%)
8 15 56  #SUP: 55375 (16.28%)
8 28 56  #SUP: 55957 (16.45%)
8 27 56  #SUP: 60494 (17.78%)
8 29 56  #SUP: 60677 (17.84%)
8 41 56  #SUP: 62924 (18.50%)
8 43 56  #SUP: 62934 (18.50%)
8 21 56  #SUP: 63715 (18.73%)
8 56 59  #SUP: 64408 (18.93%)
8 16 56  #SUP: 66819 (19.64%)
8 31 56  #SUP: 66973 (19.69%)
8 24 56  #SUP: 67446 (19.83%)
8 18 56  #SUP: 67790 (19.93%)
8 12 56  #SUP: 67856 (19.95%)
8 17 56  #SUP: 68087 (20.01%)
15 25 56  #SUP: 58163 (17.10%)
24 25 56  #SUP: 58943 (17.33%)
25 28 56  #SUP: 59280 (17.43%)
25 27 56  #SUP: 61710 (18.14%)
25 29 56  #SUP: 62043 (18.24%)
25 41 56  #SUP: 64598 (18.99%)
21 25 56  #SUP: 65244 (19.18%)
25 43 56  #SUP: 65255 (19.18%)
25 31 56  #SUP: 68782 (20.22%)
16 25 56  #SUP: 69106 (20.31%)
18 25 56  #SUP: 70016 (20.58%)
12 25 56  #SUP: 70040 (20.59%)
17 25 56  #SUP: 70275 (20.66%)
1 25 56  #SUP: 54841 (16.12%)
1 8 56  #SUP: 55481 (16.31%)
1 15 56  #SUP: 58219 (17.11%)
1 28 56  #SUP: 58838 (17.30%)
1 24 56  #SUP: 60722 (17.85%)
1 29 56  #SUP: 62193 (18.28%)
1 27 56  #SUP: 62494 (18.37%)
1 43 56  #SUP: 65270 (19.19%)
1 41 56  #SUP: 65281 (19.19%)
1 21 56  #SUP: 65973 (19.39%)
1 56 59  #SUP: 66536 (19.56%)
1 31 56  #SUP: 69161 (20.33%)
1 16 56  #SUP: 69257 (20.36%)
1 12 56  #SUP: 70174 (20.63%)
1 18 56  #SUP: 70319 (20.67%)
1 17 56  #SUP: 70450 (20.71%)
22 53 56  #SUP: 51543 (15.15%)
8 53 56  #SUP: 52496 (15.43%)
25 53 56  #SUP: 53955 (15.86%)
1 53 56  #SUP: 54689 (16.08%)
28 53 56  #SUP: 57688 (16.96%)
15 53 56  #SUP: 58397 (17.17%)
24 53 56  #SUP: 58901 (17.31%)
29 53 56  #SUP: 62961 (18.51%)
27 53 56  #SUP: 63664 (18.71%)
43 53 56  #SUP: 65664 (19.30%)
41 53 56  #SUP: 66475 (19.54%)
53 56 59  #SUP: 66784 (19.63%)
21 53 56  #SUP: 66853 (19.65%)
31 53 56  #SUP: 69282 (20.37%)
16 53 56  #SUP: 69552 (20.45%)
18 53 56  #SUP: 70300 (20.67%)
12 53 56  #SUP: 70417 (20.70%)
17 53 56  #SUP: 70589 (20.75%)
15 28 56  #SUP: 61468 (18.07%)
24 28 56  #SUP: 62474 (18.36%)
28 29 56  #SUP: 66141 (19.44%)
27 28 56  #SUP: 66530 (19.56%)
28 43 56  #SUP: 69172 (20.33%)
21 28 56  #SUP: 69664 (20.48%)
28 31 56  #SUP: 73312 (21.55%)
16 28 56  #SUP: 73448 (21.59%)
12 28 56  #SUP: 74683 (21.95%)
18 28 56  #SUP: 74739 (21.97%)
17 28 56  #SUP: 74954 (22.03%)
15 24 56  #SUP: 62332 (18.32%)
15 29 56  #SUP: 66700 (19.61%)
15 27 56  #SUP: 68027 (20.00%)
15 43 56  #SUP: 69585 (20.46%)
15 21 56  #SUP: 70613 (20.76%)
15 31 56  #SUP: 73882 (21.72%)
15 16 56  #SUP: 74137 (21.79%)
12 15 56  #SUP: 75012 (22.05%)
15 18 56  #SUP: 75129 (22.08%)
15 17 56  #SUP: 75334 (22.15%)
24 27 56  #SUP: 68405 (20.11%)
24 29 56  #SUP: 68425 (20.11%)
24 43 56  #SUP: 70898 (20.84%)
21 24 56  #SUP: 71891 (21.13%)
16 24 56  #SUP: 75155 (22.09%)
24 31 56  #SUP: 75334 (22.15%)
12 24 56  #SUP: 76287 (22.43%)
18 24 56  #SUP: 76300 (22.43%)
17 24 56  #SUP: 76580 (22.51%)
21 29 56  #SUP: 77499 (22.78%)
29 31 56  #SUP: 80507 (23.67%)
16 29 56  #SUP: 80556 (23.68%)
12 29 56  #SUP: 81809 (24.05%)
18 29 56  #SUP: 81888 (24.07%)
17 29 56  #SUP: 82079 (24.13%)
27 29 56  #SUP: 73339 (21.56%)
27 43 56  #SUP: 76343 (22.44%)
21 27 56  #SUP: 79681 (23.42%)
27 31 56  #SUP: 81068 (23.83%)
16 27 56  #SUP: 81398 (23.93%)
12 27 56  #SUP: 82324 (24.20%)
18 27 56  #SUP: 82397 (24.22%)
17 27 56  #SUP: 82545 (24.26%)
29 43 56  #SUP: 75904 (22.31%)
21 43 56  #SUP: 80108 (23.55%)
31 43 56  #SUP: 83462 (24.53%)
16 43 56  #SUP: 83704 (24.61%)
12 43 56  #SUP: 84877 (24.95%)
18 43 56  #SUP: 84936 (24.97%)
17 43 56  #SUP: 85083 (25.01%)
28 41 56  #SUP: 69249 (20.36%)
15 41 56  #SUP: 69804 (20.52%)
24 41 56  #SUP: 70950 (20.86%)
29 41 56  #SUP: 76228 (22.41%)
27 41 56  #SUP: 76761 (22.56%)
41 43 56  #SUP: 78948 (23.21%)
21 41 56  #SUP: 80352 (23.62%)
31 41 56  #SUP: 83756 (24.62%)
16 41 56  #SUP: 83922 (24.67%)
12 41 56  #SUP: 85039 (25.00%)
18 41 56  #SUP: 85118 (25.02%)
17 41 56  #SUP: 85418 (25.11%)
16 21 56  #SUP: 85023 (24.99%)
21 31 56  #SUP: 85114 (25.02%)
18 21 56  #SUP: 86355 (25.38%)
